value,series
18.6,H247
16.5,H247
15.1,H247
14.1,H247
13.3,H247
11.9,H247
11.4,H247
11.1,H247
10.7,H247
10.4,H247
10.8,H247
13,H247
15.2,H247
17.3,H247
19.3,H247
20.9,H247
22.1,H247
23.1,H247
23.8,H247
24.1,H247
23.8,H247
22.9,H247
21.4,H247
18.8,H247
16.7,H247
15.2,H247
14.2,H247
13.3,H247
12.1,H247
11.6,H247
11.2,H247
10.8,H247
10.4,H247
10.8,H247
13.1,H247
15.3,H247
17.5,H247
19.4,H247
21.1,H247
22.3,H247
23.3,H247
24,H247
24.2,H247
23.9,H247
23.1,H247
21.6,H247
18.9,H247
16.8,H247
15.3,H247
14.2,H247
13.4,H247
12.1,H247
11.6,H247
11.2,H247
10.8,H247
10.4,H247
10.9,H247
13.2,H247
15.4,H247
17.6,H247
19.6,H247
21.2,H247
22.4,H247
23.4,H247
24.1,H247
24.4,H247
24.1,H247
23.2,H247
21.6,H247
19,H247
16.8,H247
15.3,H247
14.2,H247
13.4,H247
12.1,H247
11.7,H247
11.3,H247
10.9,H247
10.6,H247
11.1,H247
13.3,H247
15.5,H247
17.7,H247
19.7,H247
21.3,H247
22.6,H247
23.6,H247
24.2,H247
24.5,H247
24.2,H247
23.3,H247
21.7,H247
19.1,H247
16.8,H247
15.4,H247
14.3,H247
13.5,H247
12.2,H247
11.7,H247
11.3,H247
10.9,H247
10.6,H247
11.2,H247
13.4,H247
15.6,H247
17.8,H247
19.8,H247
21.4,H247
22.7,H247
23.8,H247
24.4,H247
24.7,H247
24.4,H247
23.6,H247
21.9,H247
19.2,H247
16.9,H247
15.4,H247
14.3,H247
13.6,H247
12.2,H247
11.7,H247
11.3,H247
10.9,H247
10.6,H247
11.2,H247
13.5,H247
15.7,H247
17.9,H247
19.9,H247
21.6,H247
22.9,H247
23.9,H247
24.7,H247
24.9,H247
24.6,H247
23.8,H247
22.1,H247
19.4,H247
17.1,H247
15.6,H247
14.5,H247
13.7,H247
12.3,H247
11.8,H247
11.4,H247
11.1,H247
10.8,H247
11.4,H247
13.7,H247
15.9,H247
18.1,H247
20.1,H247
21.7,H247
23.1,H247
24.1,H247
24.8,H247
25.1,H247
24.8,H247
23.9,H247
22.2,H247
19.6,H247
17.2,H247
15.7,H247
14.6,H247
13.8,H247
12.4,H247
11.9,H247
11.6,H247
11.2,H247
10.8,H247
11.5,H247
13.8,H247
16,H247
18.2,H247
20.2,H247
21.9,H247
23.2,H247
24.3,H247
25,H247
25.3,H247
25,H247
24.1,H247
22.4,H247
19.7,H247
17.3,H247
15.8,H247
14.7,H247
13.8,H247
12.5,H247
12,H247
11.6,H247
11.2,H247
10.9,H247
11.6,H247
13.9,H247
16.1,H247
18.3,H247
20.3,H247
22,H247
23.3,H247
24.4,H247
25.1,H247
25.3,H247
25.1,H247
24.2,H247
22.4,H247
19.8,H247
17.4,H247
15.8,H247
14.7,H247
13.9,H247
12.6,H247
12.1,H247
11.6,H247
11.2,H247
10.9,H247
11.7,H247
13.9,H247
16.2,H247
18.3,H247
20.3,H247
22.1,H247
23.4,H247
24.4,H247
25.2,H247
25.4,H247
25.2,H247
24.3,H247
22.6,H247
19.9,H247
17.4,H247
15.9,H247
14.8,H247
14,H247
12.6,H247
12.1,H247
11.7,H247
11.3,H247
11,H247
11.8,H247
14,H247
16.3,H247
18.4,H247
20.4,H247
22.2,H247
23.6,H247
24.6,H247
25.3,H247
25.5,H247
25.3,H247
24.3,H247
22.7,H247
20,H247
17.6,H247
16,H247
14.9,H247
14.1,H247
12.7,H247
12.2,H247
11.8,H247
11.3,H247
11.1,H247
11.8,H247
14.1,H247
16.4,H247
18.6,H247
20.6,H247
22.2,H247
23.6,H247
24.6,H247
25.4,H247
25.6,H247
25.4,H247
24.5,H247
22.8,H247
20.1,H247
17.7,H247
16.1,H247
14.9,H247
14.1,H247
12.8,H247
12.2,H247
11.8,H247
11.4,H247
11.1,H247
12,H247
14.2,H247
16.5,H247
18.7,H247
20.7,H247
22.4,H247
23.7,H247
24.8,H247
25.6,H247
25.8,H247
25.6,H247
24.7,H247
23,H247
20.3,H247
17.8,H247
16.2,H247
15.1,H247
14.2,H247
12.9,H247
12.3,H247
11.9,H247
11.5,H247
11.2,H247
12.1,H247
14.3,H247
16.6,H247
18.8,H247
20.8,H247
22.6,H247
23.9,H247
24.9,H247
25.7,H247
25.9,H247
25.8,H247
24.8,H247
23.1,H247
20.4,H247
17.9,H247
16.3,H247
15.1,H247
14.3,H247
13,H247
12.5,H247
12.1,H247
11.6,H247
11.3,H247
12.3,H247
14.4,H247
16.7,H247
18.9,H247
20.9,H247
22.7,H247
24.1,H247
25.1,H247
25.8,H247
26.1,H247
25.9,H247
25,H247
23.3,H247
20.6,H247
18,H247
16.4,H247
15.2,H247
14.4,H247
13.1,H247
12.6,H247
12.2,H247
11.7,H247
11.4,H247
12.4,H247
14.6,H247
16.8,H247
19,H247
21,H247
22.8,H247
24.2,H247
25.2,H247
26,H247
26.3,H247
26.1,H247
25.1,H247
23.4,H247
20.7,H247
18.1,H247
16.5,H247
15.3,H247
14.4,H247
13.2,H247
12.7,H247
12.3,H247
11.8,H247
11.6,H247
12.5,H247
14.6,H247
16.9,H247
19.1,H247
21.1,H247
22.9,H247
24.3,H247
25.3,H247
26.1,H247
26.4,H247
26.1,H247
25.2,H247
23.4,H247
20.8,H247
18.2,H247
16.6,H247
15.4,H247
14.6,H247
13.3,H247
12.8,H247
12.3,H247
11.9,H247
11.7,H247
12.6,H247
14.7,H247
16.9,H247
19.1,H247
21.2,H247
22.9,H247
24.3,H247
25.4,H247
26.2,H247
26.4,H247
26.2,H247
25.2,H247
23.4,H247
20.8,H247
18.2,H247
16.6,H247
15.4,H247
14.7,H247
13.4,H247
12.9,H247
12.4,H247
12,H247
11.7,H247
12.7,H247
14.7,H247
17,H247
19.2,H247
21.2,H247
22.9,H247
24.3,H247
25.4,H247
26.2,H247
26.5,H247
26.2,H247
25.2,H247
23.6,H247
20.9,H247
18.3,H247
16.7,H247
15.6,H247
14.7,H247
13.5,H247
12.9,H247
12.6,H247
12.1,H247
11.8,H247
12.8,H247
14.8,H247
17.1,H247
19.2,H247
21.2,H247
23,H247
24.4,H247
25.4,H247
26.3,H247
26.5,H247
26.2,H247
25.2,H247
23.6,H247
20.9,H247
18.3,H247
16.7,H247
15.6,H247
14.7,H247
13.5,H247
13,H247
12.6,H247
12.1,H247
11.9,H247
12.8,H247
14.9,H247
17.1,H247
19.3,H247
21.2,H247
22.9,H247
24.4,H247
25.4,H247
26.3,H247
26.5,H247
26.2,H247
25.3,H247
23.6,H247
21,H247
18.3,H247
16.7,H247
15.6,H247
14.7,H247
13.5,H247
13,H247
12.6,H247
12.1,H247
11.8,H247
12.8,H247
14.9,H247
17.2,H247
19.3,H247
21.3,H247
23.1,H247
24.5,H247
25.6,H247
26.4,H247
26.7,H247
26.4,H247
25.4,H247
23.7,H247
21.1,H247
18.4,H247
16.8,H247
15.6,H247
14.8,H247
13.6,H247
13.1,H247
12.7,H247
12.2,H247
11.9,H247
13,H247
15.1,H247
17.3,H247
19.4,H247
21.4,H247
23.1,H247
24.6,H247
25.7,H247
26.5,H247
26.8,H247
26.6,H247
25.6,H247
23.8,H247
21.3,H247
18.6,H247
16.9,H247
15.7,H247
14.9,H247
13.7,H247
13.2,H247
12.8,H247
12.4,H247
12.1,H247
13.1,H247
15.2,H247
17.4,H247
19.6,H247
21.5,H247
23.3,H247
24.7,H247
25.8,H247
26.7,H247
26.9,H247
26.7,H247
25.7,H247
24,H247
21.4,H247
18.7,H247
17,H247
15.8,H247
14.9,H247
13.8,H247
13.3,H247
12.9,H247
12.4,H247
12.2,H247
13.2,H247
15.3,H247
17.5,H247
19.7,H247
21.6,H247
23.4,H247
24.9,H247
25.9,H247
26.8,H247
27.1,H247
26.9,H247
25.9,H247
24.1,H247
21.6,H247
18.8,H247
17.1,H247
15.9,H247
15.1,H247
13.8,H247
13.4,H247
13,H247
12.6,H247
12.3,H247
13.3,H247
15.3,H247
17.6,H247
19.7,H247
21.7,H247
23.6,H247
25,H247
26.1,H247
27,H247
27.3,H247
27.1,H247
26.1,H247
24.2,H247
21.7,H247
18.9,H247
17.2,H247
15.9,H247
15.1,H247
13.9,H247
13.5,H247
13.1,H247
12.7,H247
12.4,H247
13.4,H247
15.4,H247
17.7,H247
19.8,H247
21.8,H247
23.6,H247
25.1,H247
26.2,H247
27.1,H247
27.4,H247
27.2,H247
26.2,H247
24.3,H247
21.7,H247
19,H247
17.3,H247
16.1,H247
15.2,H247
14,H247
13.6,H247
13.2,H247
12.8,H247
12.4,H247
13.5,H247
15.5,H247
17.7,H247
19.9,H247
21.9,H247
23.7,H247
25.2,H247
26.4,H247
27.2,H247
27.5,H247
27.2,H247
26.2,H247
24.4,H247
21.8,H247
19.1,H247
17.3,H247
16.2,H247
15.3,H247
14.1,H247
13.7,H247
13.3,H247
12.8,H247
12.6,H247
13.6,H247
15.6,H247
17.8,H247
19.9,H247
21.9,H247
23.7,H247
25.2,H247
26.3,H247
27.2,H247
27.5,H247
27.2,H247
26.2,H247
24.3,H247
21.8,H247
19.1,H247
17.4,H247
16.2,H247
15.3,H247
14.1,H247
13.7,H247
13.2,H247
12.8,H247
12.5,H247
13.6,H247
15.6,H247
17.8,H247
19.9,H247
21.9,H247
23.7,H247
25.3,H247
26.4,H247
27.2,H247
27.5,H247
27.2,H247
26.2,H247
24.4,H247
21.9,H247
19.2,H247
17.4,H247
16.2,H247
15.4,H247
14.2,H247
13.7,H247
13.3,H247
12.9,H247
12.6,H247
13.7,H247
15.7,H247
17.9,H247
20.1,H247
22.1,H247
23.8,H247
25.4,H247
26.5,H247
27.3,H247
27.6,H247
27.4,H247
26.4,H247
24.6,H247
22.1,H247
19.3,H247
17.5,H247
16.3,H247
15.4,H247
14.3,H247
13.8,H247
13.4,H247
12.9,H247
12.7,H247
13.8,H247
15.8,H247
18.1,H247
20.2,H247
22.2,H247
23.9,H247
25.5,H247
26.7,H247
27.5,H247
27.8,H247
27.6,H247
26.6,H247
24.8,H247
22.2,H247
19.4,H247
17.7,H247
16.4,H247
15.6,H247
14.3,H247
13.9,H247
13.6,H247
13.1,H247
12.8,H247
13.9,H247
15.9,H247
18.2,H247
20.3,H247
22.4,H247
24.2,H247
25.7,H247
26.8,H247
27.7,H247
28,H247
27.8,H247
26.8,H247
24.9,H247
22.4,H247
19.6,H247
17.8,H247
16.5,H247
15.7,H247
14.4,H247
14,H247
13.6,H247
13.2,H247
12.9,H247
14,H247
16.1,H247
18.3,H247
20.5,H247
22.6,H247
24.3,H247
25.8,H247
26.9,H247
27.8,H247
28.1,H247
27.9,H247
26.9,H247
25.1,H247
22.5,H247
19.7,H247
17.8,H247
16.6,H247
15.7,H247
14.5,H247
14.1,H247
13.7,H247
13.3,H247
12.9,H247
14.1,H247
16.1,H247
18.4,H247
20.6,H247
22.7,H247
24.4,H247
26,H247
27.1,H247
27.9,H247
28.3,H247
28.1,H247
27.1,H247
25.3,H247
22.7,H247
19.9,H247
18,H247
16.8,H247
15.9,H247
14.6,H247
14.2,H247
13.8,H247
13.4,H247
13.1,H247
14.2,H247
16.3,H247
18.6,H247
20.8,H247
22.8,H247
24.7,H247
26.2,H247
27.3,H247
28.2,H247
28.5,H247
28.3,H247
27.3,H247
25.6,H247
23,H247
20.1,H247
18.2,H247
16.9,H247
16.1,H247
14.8,H247
14.3,H247
13.9,H247
13.5,H247
13.2,H247
14.4,H247
16.4,H247
18.7,H247
20.9,H247
23,H247
24.8,H247
26.3,H247
27.4,H247
28.3,H247
28.7,H247
28.5,H247
27.5,H247
25.7,H247
23.2,H247
20.3,H247
18.3,H247
17.1,H247
16.2,H247
14.9,H247
14.4,H247
14,H247
13.6,H247
13.3,H247
14.4,H247
16.5,H247
18.8,H247
21.1,H247
23.1,H247
24.9,H247
26.4,H247
27.6,H247
28.4,H247
28.8,H247
28.6,H247
27.6,H247
25.9,H247
23.3,H247
20.4,H247
18.4,H247
17.2,H247
16.2,H247
14.9,H247
14.5,H247
14.1,H247
13.6,H247
13.3,H247
14.5,H247
16.6,H247
18.9,H247
21.1,H247
23.2,H247
25.1,H247
26.6,H247
27.8,H247
28.6,H247
28.9,H247
28.8,H247
27.8,H247
26.1,H247
23.4,H247
20.5,H247
18.6,H247
17.3,H247
16.4,H247
15,H247
14.6,H247
14.1,H247
13.7,H247
8000,M1
8350,M1
8570,M1
7700,M1
7080,M1
6520,M1
6070,M1
6650,M1
6830,M1
5710,M1
5260,M1
5470,M1
7870,M1
7360,M1
8470,M1
7880,M1
6750,M1
6860,M1
6220,M1
6650,M1
5450,M1
5280,M1
4970,M1
5550,M1
7750,M1
7760,M1
7190,M1
7440,M1
6590,M1
6210,M1
6010,M1
6390,M1
5780,M1
5700,M1
4680,M1
4970,M1
6850,M1
6740,M1
7490,M1
6250,M1
6900,M1
5870,M1
5610,M1
6310,M1
6110,M1
6090,M1
5810,M1
6060,M1
6950,M1
7820,M1
8270,M1
7840,M1
7850,M1
6710,M1
6220,M1
7430,M1
6560,M1
7080,M1
6680,M1
6900,M1
8680,M1
8450,M1
8670,M1
8470,M1
7910,M1
8140,M1
7310,M1
7860,M1
7730,M1
7330,M1
7430,M1
7150,M1
8720,M1
8340,M1
8840,M1
8780,M1
8250,M1
8180,M1
7570,M1
9280,M1
9220,M1
9140,M1
8950,M1
8540,M1
9360,M1
9750,M1
9270,M1
8690,M1
8200,M1
7610,M1
7160,M1
8280,M1
7370,M1
7130,M1
6840,M1
7260,M1
7430,M1
7950,M1
7790,M1
8090,M1
7480,M1
6700,M1
6650,M1
6960,M1
6410,M1
6310,M1
5930,M1
5980,M1
6730,M1
7410,M1
7200,M1
6960,M1
6780,M1
5720,M1
6040,M1
5990,M1
6210,M1
6460,M1
5490,M1
5790,M1
6350,M1
6230,M1
5940,M1
6400,M1
6610,M1
5840,M1
5350,M1
6160,M1
6260,M1
5760,M1
5450,M1
5350,M1
6230,M1
6520,M1
7230,M1
6500,M1
6230,M1
5960,M1
4970,M1
5350,M1
4840,M1
4710,M1
4670,M1
4670,M1
5190,M1
5800,M1
6120,M1
5140,M1
4670,M1
4190,M1
4430,M1
4840,M1
4660,M1
4350,M1
4390,M1
4790,M1
5510,M1
5760,M1
5780,M1
5470,M1
5020,M1
4770,M1
4330,M1
4330,M1
4270,M1
3820,M1
3550,M1
4390,M1
5760,M1
6030,M1
6140,M1
5830,M1
5420,M1
5160,M1
4620,M1
5420,M1
5600,M1
5920,M1
5190,M1
5640,M1
5700,M1
6110,M1
7290,M1
7260,M1
7040,M1
6100,M1
6110,M1
7090,M1
7070,M1
6150,M1
5630,M1
6210,M1
7250,M1
7480,M1
7580,M1
7610,M1
5970,M1
7100,M1
6100,M1
7040,M1
7060,M1
6270,M1
5670,M1
5600,M1
7190,M1
7590,M1
7310,M1
5950,M1
6220,M1
5680,M1
5450,M1
7160,M1
6110,M1
6940,M1
5660,M1
5770,M1
8050,M1
7450,M1
8190,M1
6590,M1
5920,M1
4620,M1
5320,M1
6060,M1
5300,M1
5020,M1
5010,M1
4640,M1
6980,M1
6090,M1
7000,M1
5370,M1
5230,M1
5140,M1
4570,M1
5360,M1
5300,M1
4640,M1
4740,M1
5250,M1
6350,M1
6860,M1
6360,M1
5660,M1
5270,M1
4910,M1
5160,M1
5620,M1
5180,M1
4680,M1
3860,M1
3890,M1
6340,M1
6210,M1
6100,M1
4980,M1
4260,M1
3910,M1
3550,M1
4680,M1
4120,M1
4740,M1
3100,M1
3810,M1
4710,M1
5700,M1
5040,M1
4490,M1
3930,M1
3500,M1
3320,M1
4400,M1
4190,M1
3670,M1
3780,M1
4330,M1
5430,M1
5610,M1
5020,M1
4090,M1
3680,M1
3290,M1
3360,M1
4300,M1
4090,M1
3110,M1
2690,M1
3700,M1
6030,M1
5450,M1
5830,M1
4080,M1
3910,M1
3840,M1
3650,M1
4630,M1
2980,M1
3550,M1
3690,M1
3610,M1
5250,M1
5480,M1
5400,M1
4380,M1
4290,M1
4200,M1
4190,M1
4860,M1
5080,M1
4770,M1
4470,M1
4840,M1
5610,M1
6450,M1
5960,M1
5300,M1
4990,M1
4680,M1
4460,M1
5710,M1
4830,M1
5260,M1
4400,M1
4780,M1
7040,M1
7490,M1
7450,M1
5560,M1
5000,M1
5420,M1
5160,M1
5110,M1
4900,M1
5300,M1
4330,M1
4680,M1
5800,M1
7410,M1
6760,M1
5680,M1
5610,M1
5140,M1
4990,M1
5550,M1
4720,M1
4680,M1
4780,M1
4530,M1
6810,M1
6830,M1
6640,M1
5680,M1
5020,M1
4940,M1
3930,M1
4570,M1
4720,M1
4610,M1
4140,M1
4290,M1
5780,M1
6590,M1
5950,M1
3960,M1
4240,M1
4000,M1
3950,M1
4760,M1
4050,M1
4190,M1
4080,M1
4280,M1
5720,M1
7040,M1
6950,M1
5250,M1
4920,M1
4820,M1
4510,M1
4710,M1
3720,M1
4250,M1
3730,M1
4610,M1
6540,M1
7700,M1
7210,M1
5730,M1
5520,M1
5270,M1
5110,M1
6520,M1
5630,M1
5980,M1
5750,M1
7020,M1
9910,M1
11290,M1
11180,M1
9280,M1
7850,M1
7480,M1
7970,M1
9480,M1
8800,M1
8810,M1
7690,M1
7710,M1
9660,M1
11870,M1
12920,M1
10890,M1
9500,M1
9490,M1
9500,M1
10880,M1
9270,M1
8880,M1
7780,M1
8360,M1
12320,M1
13490,M1
12710,M1
10130,M1
9240,M1
9640,M1
8920,M1
8900,M1
8480,M1
7870,M1
7860,M1
8990,M1
10790,M1
11820,M1
10590,M1
9430,M1
9070,M1
8250,M1
8740,M1
9120,M1
8280,M1
7860,M1
7150,M1
8110,M1
10860,M1
10730,M1
9610,M1
8270,M1
9200,M1
6660,M1
8720,M1
7790,M1
4770,M1
5060,M1
4720,M1
4450,M1
5120,M1
5960,M1
6560,M1
4900,M1
4520,M1
7370,M1
9050,M1
7780,M1
5380,M1
4700,M1
4490,M1
4010,M1
3348.25894,M25523
3806.87209,M25523
3541.08009,M25523
3364.85966,M25523
3489.85425,M25523
3323.04948,M25523
3478.13483,M25523
3699.59595,M25523
3400.1635,M25523
3722.34387,M25523
3425.47817,M25523
3157.17221,M25523
3086.44627,M25523
3270.71386,M25523
3377.02819,M25523
3383.10748,M25523
3218.39212,M25523
3529.71605,M25523
3290.89526,M25523
3460.67243,M25523
3530.89675,M25523
3829.75922,M25523
3628.33636,M25523
3040.14376,M25523
3506.31344,M25523
3927.56759,M25523
3702.04908,M25523
3752.61806,M25523
3763.08439,M25523
3739.62688,M25523
4032.96167,M25523
4100.38766,M25523
3795.71994,M25523
3874.37882,M25523
3464.99235,M25523
2933.8664,M25523
3277.53088,M25523
3577.0613,M25523
3679.30324,M25523
3662.7223,M25523
3392.74068,M25523
3392.7642,M25523
3643.38582,M25523
3905.47718,M25523
3602.32206,M25523
3350.47025,M25523
3183.70745,M25523
2964.43051,M25523
3220.04636,M25523
3515.87355,M25523
3317.08522,M25523
3590.50001,M25523
2974.17807,M25523
3617.56434,M25523
3598.06778,M25523
3712.63555,M25523
3411.91047,M25523
3645.68142,M25523
3697.87544,M25523
3353.94346,M25523
3387.15474,M25523
3853.55772,M25523
3706.768,M25523
3637.40644,M25523
3690.4527,M25523
3184.19181,M25523
3392.17913,M25523
3422.34323,M25523
3630.56488,M25523
3839.02057,M25523
3445.3735,M25523
3226.89711,M25523
3145.44713,M25523
3558.01024,M25523
3864.30251,M25523
4007.43698,M25523
3841.08046,M25523
3818.36028,M25523
3748.51193,M25523
3576.86698,M25523
3768.40345,M25523
3722.3573,M25523
3428.61292,M25523
3053.58075,M25523
3537.76652,M25523
3406.81226,M25523
3484.36319,M25523
3534.20313,M25523
3803.42623,M25523
3401.02975,M25523
3437.64177,M25523
3772.44808,M25523
3426.87112,M25523
3700.22572,M25523
3541.32751,M25523
3081.84025,M25523
3361.10154,M25523
3750.75914,M25523
3812.48999,M25523
3532.18229,M25523
3507.00615,M25523
3290.76801,M25523
3494.98316,M25523
3538.91167,M25523
3371.83303,M25523
3926.03262,M25523
3698.47811,M25523
3309.16044,M25523
3766.82588,M25523
3864.29746,M25523
3779.32786,M25523
3647.34626,M25523
3730.86137,M25523
3550.40505,M25523
3706.34521,M25523
3622.8101,M25523
3539.72042,M25523
4132.57729,M25523
3516.18989,M25523
3211.14483,M25523
3642.90004,M25523
3594.97735,M25523
3580.33087,M25523
3604.50934,M25523
3390.62797,M25523
3362.55462,M25523
3404.04573,M25523
3554.79445,M25523
3229.77356,M25523
3076.24188,M25523
3156.02168,M25523
2858.53457,M25523
2956.58057,M25523
2962.24119,M25523
3450.92462,M25523
3490.66397,M25523
3632.36377,M25523
3477.46964,M25523
3605.09335,M25523
4005.84127,M25523
3956.65286,M25523
3466.73896,M25523
3361.29945,M25523
3090.79464,M25523
3632.48426,M25523
3443.08358,M25523
3256.54878,M25523
3119.92807,M25523
3245.5202,M25523
2940.43313,M25523
3071.16375,M25523
3393.36283,M25523
3276.99583,M25523
3093.8449,M25523
3127.77302,M25523
2732.74007,M25523
3070.67416,M25523
3221.77,M25523
3109.76315,M25523
3136.50495,M25523
3299.17874,M25523
3435.61505,M25523
3435.98111,M25523
3807.87693,M25523
3689.2979,M25523
3612.13414,M25523
3627.74056,M25523
3616.62661,M25523
3751.38736,M25523
4095.0162,M25523
4004.78449,M25523
3906.19409,M25523
3893.64181,M25523
3825.99293,M25523
3706.61096,M25523
3816.63469,M25523
3437.93636,M25523
3811.56522,M25523
4038.78543,M25523
3824.44821,M25523
4115.09918,M25523
3821.14927,M25523
4540.73319,M25523
4446.26557,M25523
4126.07964,M25523
4210.98938,M25523
4100.27709,M25523
4211.33684,M25523
4088.45455,M25523
4248.61716,M25523
3926.31202,M25523
3610.34322,M25523
3724.75294,M25523
3902.74073,M25523
4509.88188,M25523
4245.5485,M25523
4124.08287,M25523
4120.5919,M25523
4319.7319,M25523
3819.89304,M25523
3970.35888,M25523
4018.50219,M25523
4254.90866,M25523
3558.77582,M25523
3892.48675,M25523
4135.65615,M25523
3911.2995,M25523
3666.18522,M25523
3839.85209,M25523
3970.19578,M25523
3735.85074,M25523
3809.82927,M25523
4026.2358,M25523
4392.60296,M25523
4227.2457,M25523
4052.38771,M25523
4307.31069,M25523
4102.19767,M25523
3864.07407,M25523
3853.04587,M25523
3895.64819,M25523
3568.48608,M25523
4021.08791,M25523
3865.50755,M25523
3623.36657,M25523
3475.4525,M25523
3546.42689,M25523
3608.08783,M25523
3499.16829,M25523
4068.23452,M25523
4010.59296,M25523
4287.23751,M25523
4420.29134,M25523
4080.84656,M25523
4212.17911,M25523
3939.67079,M25523
4042.0771,M25523
4445.27418,M25523
4001.11679,M25523
3779.77077,M25523
3486.85968,M25523
4127.35211,M25523
3436.35829,M25523
2992.92863,M25523
3771.483,M25523
3531.25687,M25523
4097.99733,M25523
3747.24797,M25523
3835.35843,M25523
3607.18481,M25523
4010.6949,M25523
3362.52082,M25523
3142.19755,M25523
3541.92598,M25523
3561.02067,M25523
3446.45924,M25523
3780.98233,M25523
3706.37871,M25523
3792.29465,M25523
3928.18908,M25523
4099.13744,M25523
4560.43718,M25523
3756.12941,M25523
3639.35101,M25523
3646.99934,M25523
4017.66403,M25523
3676.94089,M25523
4048.54513,M25523
4022.21043,M25523
3980.46117,M25523
4181.22647,M25523
3981.52906,M25523
3616.32588,M25523
3468.10162,M25523
3619.06063,M25523
3629.77818,M25523
3243.3854,M25523
4067.87906,M25523
4237.03465,M25523
4588.00479,M25523
4118.28237,M25523
4336.69084,M25523
4456.09136,M25523
4539.41287,M25523
4489.97586,M25523
4596.06568,M25523
4216.53449,M25523
3878.55258,M25523
4198.56249,M25523
4289.35283,M25523
4445.42801,M25523
4287.45035,M25523
4068.3983,M25523
4512.37372,M25523
4988.07559,M25523
5284.64096,M25523
5385.20771,M25523
5587.5138,M25523
5338.63967,M25523
5095.81812,M25523
4799.64955,M25523
5235.52918,M25523
4950.29794,M25523
5355.63451,M25523
5701.03455,M25523
5561.28396,M25523
4923.14267,M25523
5027.23065,M25523
4932.45914,M25523
4553.92891,M25523
4848.98761,M25523
4988.34815,M25523
5193.58253,M25523
5385.43996,M25523
5351.40682,M25523
5145.69602,M25523
4982.68127,M25523
4675.45445,M25523
4219.40475,M25523
4279.87021,M25523
4391.81831,M25523
