value,series
2727,W56
2795,W56
2836,W56
2905,W56
2955,W56
2987,W56
3000,W56
2918,W56
2846,W56
2788,W56
2719,W56
2652,W56
2477,W56
2349,W56
2192,W56
2063,W56
1872,W56
1775,W56
1618,W56
1409,W56
1191,W56
1112,W56
1061,W56
1017,W56
909,W56
844,W56
810,W56
757,W56
733,W56
697,W56
729,W56
819,W56
879,W56
945,W56
1000,W56
1081,W56
1161,W56
1251,W56
1338,W56
1423,W56
1507,W56
1593,W56
1684,W56
1770,W56
1844,W56
1921,W56
1996,W56
2083,W56
2146,W56
2232,W56
2326,W56
2406,W56
2490,W56
2568,W56
2659,W56
2697,W56
2755,W56
2788,W56
2816,W56
2802,W56
2721,W56
2659,W56
2559,W56
2490,W56
2439,W56
2310,W56
2180,W56
2176,W56
2065,W56
1805,W56
1658,W56
1496,W56
1428,W56
1277,W56
1214,W56
1139,W56
1086,W56
1039,W56
977,W56
977,W56
1004,W56
982,W56
977,W56
1008,W56
1063,W56
1133,W56
1191,W56
1263,W56
1353,W56
1443,W56
1535,W56
1627,W56
1694,W56
1785,W56
1869,W56
1921,W56
1976,W56
2024,W56
2102,W56
2169,W56
2232,W56
2312,W56
2402,W56
2484,W56
2549,W56
2628,W56
2711,W56
2792,W56
2858,W56
2889,W56
2886,W56
2903,W56
2847,W56
2746,W56
2717,W56
2649,W56
2509,W56
2371,W56
2271,W56
2140,W56
2111,W56
1957,W56
1823,W56
1724,W56
1643,W56
1554,W56
1477,W56
1434,W56
1388,W56
1239,W56
1156,W56
1138,W56
1206,W56
1218,W56
1269,W56
1326,W56
1396,W56
1490,W56
1575,W56
1658,W56
1753,W56
1832,W56
1932,W56
2010,W56
2075,W56
2143,W56
2231,W56
2306,W56
2366,W56
2428,W56
2499,W56
2568,W56
2634,W56
2685,W56
2721,W56
2795,W56
2850,W56
2896,W56
2943,W56
2999,W56
3072,W56
3121,W56
3185,W56
3213,W56
3163,W56
3144,W56
3145,W56
3172,W56
3125,W56
3038,W56
2870,W56
2707,W56
2472,W56
2265,W56
2173,W56
2099,W56
2017,W56
1976,W56
1888,W56
1763,W56
1689,W56
1542,W56
1446,W56
1403,W56
1407,W56
1447,W56
1452,W56
1457,W56
1495,W56
1571,W56
1651,W56
1726,W56
1796,W56
1885,W56
1941,W56
2020,W56
2106,W56
2169,W56
2228,W56
2308,W56
2348,W56
2373,W56
2414,W56
2461,W56
2508,W56
2575,W56
2638,W56
2718,W56
2794,W56
2871,W56
2933,W56
2989,W56
3038,W56
3058,W56
3068,W56
3088,W56
3105,W56
3090,W56
3103,W56
3035,W56
2962,W56
2843,W56
2663,W56
2523,W56
2418,W56
2310,W56
2109,W56
1856,W56
1647,W56
1504,W56
1377,W56
1318,W56
1288,W56
1259,W56
1192,W56
1156,W56
1153,W56
1156,W56
1123,W56
1144,W56
1182,W56
1242,W56
1283,W56
1333,W56
1382,W56
1455,W56
1532,W56
1591,W56
1657,W56
1717,W56
1812,W56
1875,W56
1921,W56
1978,W56
2036,W56
2080,W56
2127,W56
2171,W56
2205,W56
2274,W56
2338,W56
2412,W56
2486,W56
2547,W56
2574,W56
2644,W56
2713,W56
2748,W56
2744,W56
2654,W56
2506,W56
2434,W56
2287,W56
2140,W56
1973,W56
1765,W56
1611,W56
1525,W56
1452,W56
1333,W56
1238,W56
1151,W56
1075,W56
966,W56
894,W56
817,W56
799,W56
796,W56
738,W56
741,W56
810,W56
844,W56
947,W56
1054,W56
1157,W56
1267,W56
1354,W56
1457,W56
1560,W56
1664,W56
1768,W56
1867,W56
1974,W56
2075,W56
2152,W56
2220,W56
2295,W56
2341,W56
2426,W56
2500,W56
2576,W56
2673,W56
2764,W56
2857,W56
2925,W56
2998,W56
3068,W56
3100,W56
3132,W56
3152,W56
3187,W56
3220,W56
3250,W56
3254,W56
3238,W56
3195,W56
3115,W56
2989,W56
2790,W56
2648,W56
2522,W56
2410,W56
2332,W56
2160,W56
2036,W56
1962,W56
1819,W56
1728,W56
1636,W56
1561,W56
1500,W56
1491,W56
1506,W56
1575,W56
1606,W56
1645,W56
1707,W56
1775,W56
1847,W56
1954,W56
2042,W56
2123,W56
2218,W56
2286,W56
2353,W56
2422,W56
2486,W56
2534,W56
2567,W56
2620,W56
2657,W56
2716,W56
2781,W56
2855,W56
2924,W56
2990,W56
3038,W56
3080,W56
3128,W56
3161,W56
3172,W56
3145,W56
3097,W56
3096,W56
3047,W56
2956,W56
2794,W56
2635,W56
2540,W56
2417,W56
2331,W56
2195,W56
1976,W56
1729,W56
1521,W56
1371,W56
1168,W56
1014,W56
838,W56
736,W56
654,W56
660,W56
696,W56
688,W56
642,W56
702,W56
754,W56
836,W56
900,W56
990,W56
1085,W56
1199,W56
1324,W56
1438,W56
1565,W56
1662,W56
1809,W56
1904,W56
1981,W56
2062,W56
2138,W56
2222,W56
2299,W56
2352,W56
2419,W56
2518,W56
2619,W56
2719,W56
2820,W56
2904,W56
2981,W56
3066,W56
3121,W56
3155,W56
3187,W56
3155,W56
3154,W56
3095,W56
2984,W56
2850,W56
2699,W56
2619,W56
2567,W56
2414,W56
2258,W56
2063,W56
1827,W56
1603,W56
1431,W56
1267,W56
1171,W56
1143,W56
1097,W56
1032,W56
1014,W56
1034,W56
1049,W56
1077,W56
1155,W56
1227,W56
1303,W56
1388,W56
1477,W56
1564,W56
1666,W56
1760,W56
1845,W56
1938,W56
2047,W56
2155,W56
2227,W56
2297,W56
2380,W56
2452,W56
2530,W56
2614,W56
2695,W56
2775,W56
2874,W56
2942,W56
3011,W56
3092,W56
3159,W56
3223,W56
3249,W56
3293,W56
3327,W56
3321,W56
3304,W56
3299,W56
3211,W56
3150,W56
3027,W56
2849,W56
2698,W56
2610,W56
2500,W56
2270,W56
2083,W56
1906,W56
1808,W56
1720,W56
1613,W56
1474,W56
1379,W56
1290,W56
1239,W56
1249,W56
1293,W56
1343,W56
1416,W56
1455,W56
1509,W56
1599,W56
1692,W56
1778,W56
1883,W56
1956,W56
2036,W56
2133,W56
2199,W56
2291,W56
2344,W56
2383,W56
2420,W56
2463,W56
2515,W56
2575,W56
2633,W56
2669,W56
2758,W56
2832,W56
2885,W56
2929,W56
2987,W56
3062,W56
3139,W56
3168,W56
3229,W56
3282,W56
3274,W56
3225,W56
3166,W56
2964,W56
2802,W56
2640,W56
2641,W56
2621,W56
2575,W56
2494,W56
2406,W56
2368,W56
2266,W56
2143,W56
1972,W56
1887,W56
1832,W56
1809,W56
1705,W56
1695,W56
1714,W56
1771,W56
1851,W56
1904,W56
1989,W56
2080,W56
2163,W56
2243,W56
2320,W56
2397,W56
2476,W56
2542,W56
2615,W56
2704,W56
2763,W56
2756,W56
2775,W56
2763,W56
2800,W56
2857,W56
2905,W56
2976,W56
3084,W56
3177,W56
3254,W56
3327,W56
3389,W56
3442,W56
3461,W56
3452,W56
3445,W56
3450,W56
3449,W56
3417,W56
3406,W56
3238,W56
3167,W56
3121,W56
3074,W56
3025,W56
2936,W56
2757,W56
2571,W56
2347,W56
2088,W56
1865,W56
1733,W56
1631,W56
1516,W56
1533,W56
1511,W56
1569,W56
1592,W56
1546,W56
1564,W56
1651,W56
1747,W56
1842,W56
1946,W56
2053,W56
2163,W56
2255,W56
2344,W56
2443,W56
2521,W56
2627,W56
2692,W56
2763,W56
2840,W56
2882,W56
2903,W56
2926,W56
2969,W56
3005,W56
3069,W56
3132,W56
3206,W56
3263,W56
3336,W56
3375,W56
3443,W56
3509,W56
3545,W56
3536,W56
3540,W56
3528,W56
3440,W56
3294,W56
3173,W56
3008,W56
2921,W56
2750,W56
2691,W56
2536,W56
2262,W56
2062,W56
1942,W56
1770,W56
1619,W56
1484,W56
1398,W56
1313,W56
1277,W56
1248,W56
1234,W56
1261,W56
1285,W56
1371,W56
1436,W56
1529,W56
1614,W56
1701,W56
1806,W56
1886,W56
1943,W56
2033,W56
2118,W56
2208,W56
2312,W56
2396,W56
2461,W56
2517,W56
2567,W56
2655,W56
2757,W56
2847,W56
2905,W56
2972,W56
3023,W56
3110,W56
3198,W56
3277,W56
3347,W56
3393,W56
3412,W56
3472,W56
3488,W56
3422,W56
3358,W56
3291,W56
3167,W56
3020,W56
2877,W56
2830,W56
2736,W56
2560,W56
2374,W56
2179,W56
2020,W56
1996,W56
1895,W56
1793,W56
1681,W56
1651,W56
1654,W56
1654,W56
1674,W56
1695,W56
1741,W56
1823,W56
1911,W56
2005,W56
2107,W56
2213,W56
2337,W56
2443,W56
2557,W56
2651,W56
2721,W56
2796,W56
2886,W56
2952,W56
3023,W56
3089,W56
3152,W56
3204,W56
3258,W56
3323,W56
3392,W56
3458,W56
3525,W56
3589,W56
3658,W56
3716,W56
3734,W56
3759,W56
3788,W56
3813,W56
3833,W56
3835,W56
3837,W56
3773,W56
3566,W56
3400,W56
3276,W56
3118,W56
2852,W56
2607,W56
2521,W56
2406,W56
2215,W56
2025,W56
1853,W56
1737,W56
1626,W56
1615,W56
1626,W56
1638,W56
1669,W56
1756,W56
1829,W56
1912,W56
1995,W56
2089,W56
2165,W56
2269,W56
2357,W56
2456,W56
2543,W56
2624,W56
2684,W56
2762,W56
2840,W56
2891,W56
2919,W56
2948,W56
2985,W56
3012,W56
3052,W56
3106,W56
3164,W56
3267,W56
3340,W56
3414,W56
3499,W56
3590,W56
3683,W56
3754,W56
3821,W56
3840,W56
3835,W56
3828,W56
3805,W56
3716,W56
3552,W56
3368,W56
3232,W56
3097,W56
2959,W56
2716,W56
2542,W56
2353,W56
2144,W56
1911,W56
1830,W56
1745,W56
1674,W56
1618,W56
1612,W56
1624,W56
1579,W56
1607,W56
1654,W56
1685,W56
1757,W56
1827,W56
1919,W56
2024,W56
2107,W56
2187,W56
2256,W56
2354,W56
2432,W56
2527,W56
2611,W56
2671,W56
2714,W56
2758,W56
2783,W56
2833,W56
2906,W56
2961,W56
3025,W56
3112,W56
3201,W56
3312,W56
3409,W56
3521,W56
3624,W56
3716,W56
3794,W56
3831,W56
3843,W56
3852,W56
3851,W56
3831,W56
3729,W56
3629,W56
3548,W56
3472,W56
3377,W56
3290,W56
3098,W56
2966,W56
2888,W56
2761,W56
2595,W56
2513,W56
2433,W56
2369,W56
2380,W56
2430,W56
2472,W56
2478,W56
2501,W56
2548,W56
2576,W56
2606,W56
2667,W56
2744,W56
2815,W56
2877,W56
2944,W56
3006,W56
3063,W56
3102,W56
3135,W56
3163,W56
3189,W56
3217,W56
3241,W56
3261,W56
3308,W56
3374,W56
3402,W56
3429,W56
3496,W56
3576,W56
3653,W56
3725,W56
3776,W56
3843,W56
3908,W56
3929,W56
3911,W56
3873,W56
3877,W56
3804,W56
3806,W56
3724,W56
3652,W56
3517,W56
3316,W56
3168,W56
2996,W56
2802,W56
2684,W56
2527,W56
2400,W56
2229,W56
2083,W56
1938,W56
1876,W56
1781,W56
1687,W56
1673,W56
1704,W56
1734,W56
1777,W56
1865,W56
1964,W56
2053,W56
2141,W56
2252,W56
2347,W56
2438,W56
2533,W56
2605,W56
2687,W56
2745,W56
2786,W56
2845,W56
2941,W56
3006,W56
3063,W56
3130,W56
3188,W56
3253,W56
3299,W56
3386,W56
3487,W56
3577,W56
3654,W56
3741,W56
3779,W56
3814,W56
3834,W56
3789,W56
3776,W56
3614,W56
3533,W56
3248,W56
3071,W56
2974,W56
2817,W56
2530,W56
2423,W56
2185,W56
1923,W56
1693,W56
1443,W56
1348,W56
1196,W56
1001,W56
953,W56
896,W56
822,W56
826,W56
850,W56
899,W56
981,W56
1055,W56
1160,W56
1266,W56
1380,W56
1499,W56
1606,W56
1719,W56
1829,W56
1929,W56
2022,W56
2129,W56
2219,W56
2307,W56
2389,W56
2467,W56
2555,W56
2630,W56
2709,W56
2801,W56
2891,W56
2988,W56
3100,W56
3205,W56
3299,W56
3393,W56
3480,W56
3571,W56
3611,W56
3594,W56
3432,W56
3410,W56
3359,W56
3295,W56
3246,W56
3220,W56
3089,W56
2853,W56
2637,W56
2543,W56
2428,W56
2268,W56
2157,W56
1938,W56
1710,W56
1512,W56
1467,W56
1479,W56
1461,W56
1476,W56
1539,W56
1629,W56
1710,W56
1786,W56
1897,W56
1989,W56
2101,W56
2233,W56
2344,W56
2433,W56
2508,W56
2577,W56
2668,W56
2767,W56
2828,W56
2880,W56
2912,W56
2977,W56
3030,W56
3099,W56
3193,W56
3261,W56
3334,W56
3440,W56
3538,W56
3633,W56
3733,W56
3814,W56
3877,W56
3929,W56
3978,W56
1123.141,Y13190
1127.9,Y13190
1137.418,Y13190
1142.177,Y13190
1142.177,Y13190
1142.177,Y13190
1142.177,Y13190
1151.695,Y13190
1156.454,Y13190
1165.973,Y13190
1180.25,Y13190
1199.286,Y13190
1218.322,Y13190
1223.081,Y13190
1223.081,Y13190
1218.322,Y13190
1218.322,Y13190
1218.322,Y13190
1223.081,Y13190
1227.841,Y13190
1227.841,Y13190
1232.6,Y13190
1232.6,Y13190
1227.841,Y13190
1218.322,Y13190
1208.804,Y13190
1199.286,Y13190
1180.25,Y13190
1165.973,Y13190
1156.454,Y13190
1156.454,Y13190
1156.454,Y13190
1156.454,Y13190
1165.973,Y13190
1161.214,Y13190
1161.214,Y13190
1161.214,Y13190
1161.214,Y13190
1156.454,Y13190
1151.695,Y13190
1156.454,Y13190
1156.454,Y13190
1175.491,Y13190
1199.286,Y13190
1218.322,Y13190
1242.118,Y13190
1256.395,Y13190
1265.913,Y13190
1289.709,Y13190
1299.227,Y13190
1294.468,Y13190
1294.468,Y13190
1289.709,Y13190
1284.949,Y13190
1289.709,Y13190
1284.949,Y13190
1275.431,Y13190
1270.672,Y13190
1265.913,Y13190
1270.672,Y13190
1261.154,Y13190
1265.913,Y13190
1265.913,Y13190
1256.395,Y13190
1251.636,Y13190
1246.877,Y13190
1246.877,Y13190
1246.877,Y13190
1246.877,Y13190
1242.118,Y13190
1246.877,Y13190
1246.877,Y13190
1256.395,Y13190
1256.395,Y13190
1261.154,Y13190
1256.395,Y13190
1256.395,Y13190
1256.395,Y13190
1270.672,Y13190
1270.672,Y13190
1270.672,Y13190
1270.672,Y13190
1275.431,Y13190
1270.672,Y13190
1275.431,Y13190
1270.672,Y13190
1265.913,Y13190
1270.672,Y13190
1270.672,Y13190
1270.672,Y13190
1261.154,Y13190
1265.913,Y13190
1265.913,Y13190
1265.913,Y13190
1270.672,Y13190
1270.672,Y13190
1275.431,Y13190
1280.19,Y13190
1280.19,Y13190
1270.672,Y13190
1270.672,Y13190
1270.672,Y13190
1270.672,Y13190
1270.672,Y13190
1275.431,Y13190
1275.431,Y13190
1284.949,Y13190
1284.949,Y13190
1294.468,Y13190
1299.227,Y13190
1299.227,Y13190
1299.227,Y13190
1299.227,Y13190
1299.227,Y13190
1299.227,Y13190
1299.227,Y13190
1299.227,Y13190
1303.986,Y13190
1303.986,Y13190
1313.504,Y13190
1323.022,Y13190
1337.299,Y13190
1332.54,Y13190
1337.299,Y13190
1332.54,Y13190
1327.781,Y13190
1327.781,Y13190
1327.781,Y13190
1327.781,Y13190
1327.781,Y13190
1327.781,Y13190
1332.54,Y13190
1332.54,Y13190
1323.022,Y13190
1318.263,Y13190
1313.504,Y13190
1313.504,Y13190
1313.504,Y13190
1318.263,Y13190
1327.781,Y13190
1327.781,Y13190
1327.781,Y13190
1327.781,Y13190
1327.781,Y13190
1332.54,Y13190
1337.299,Y13190
1346.817,Y13190
1342.058,Y13190
1342.058,Y13190
1337.299,Y13190
1337.299,Y13190
1342.058,Y13190
1342.058,Y13190
1342.058,Y13190
1342.058,Y13190
1346.817,Y13190
1346.817,Y13190
1346.817,Y13190
1346.817,Y13190
1346.817,Y13190
1337.299,Y13190
1342.058,Y13190
1351.576,Y13190
1356.336,Y13190
1356.336,Y13190
1356.336,Y13190
1356.336,Y13190
1356.336,Y13190
1356.336,Y13190
1361.095,Y13190
1361.095,Y13190
1351.576,Y13190
1342.058,Y13190
1346.817,Y13190
1346.817,Y13190
1346.817,Y13190
1346.817,Y13190
1346.817,Y13190
1351.576,Y13190
1356.336,Y13190
1356.336,Y13190
1356.336,Y13190
1346.817,Y13190
1351.576,Y13190
1351.576,Y13190
1351.576,Y13190
1351.576,Y13190
1351.576,Y13190
1356.336,Y13190
1356.336,Y13190
1356.336,Y13190
1356.336,Y13190
1356.336,Y13190
1356.336,Y13190
1356.336,Y13190
1351.576,Y13190
1356.336,Y13190
1356.336,Y13190
1361.095,Y13190
1356.336,Y13190
1356.336,Y13190
1356.336,Y13190
1356.336,Y13190
1361.095,Y13190
1361.095,Y13190
1356.336,Y13190
1351.576,Y13190
1346.817,Y13190
1346.817,Y13190
1346.817,Y13190
1351.576,Y13190
1351.576,Y13190
1342.058,Y13190
1351.576,Y13190
1356.336,Y13190
1356.336,Y13190
1361.095,Y13190
1361.095,Y13190
1361.095,Y13190
1361.095,Y13190
1365.854,Y13190
1365.854,Y13190
1365.854,Y13190
1370.613,Y13190
1370.613,Y13190
1375.372,Y13190
1380.131,Y13190
1380.131,Y13190
1384.89,Y13190
1384.89,Y13190
1384.89,Y13190
1389.649,Y13190
1389.649,Y13190
1399.167,Y13190
1399.167,Y13190
1399.167,Y13190
1403.926,Y13190
1403.926,Y13190
1408.685,Y13190
1403.926,Y13190
1408.685,Y13190
1418.203,Y13190
1418.203,Y13190
1418.203,Y13190
1422.962,Y13190
1427.722,Y13190
1427.722,Y13190
1437.24,Y13190
1437.24,Y13190
1437.24,Y13190
1437.24,Y13190
1437.24,Y13190
1441.999,Y13190
1446.758,Y13190
1446.758,Y13190
1451.517,Y13190
1456.276,Y13190
1465.794,Y13190
1465.794,Y13190
1461.035,Y13190
1465.794,Y13190
1465.794,Y13190
1470.553,Y13190
1470.553,Y13190
1475.312,Y13190
1475.312,Y13190
1484.83,Y13190
1484.83,Y13190
1489.59,Y13190
1499.108,Y13190
1503.867,Y13190
1503.867,Y13190
1508.626,Y13190
1513.385,Y13190
1513.385,Y13190
1518.144,Y13190
1522.903,Y13190
1527.662,Y13190
1527.662,Y13190
1532.421,Y13190
1537.18,Y13190
1541.939,Y13190
1546.698,Y13190
1551.458,Y13190
1556.217,Y13190
1556.217,Y13190
1560.976,Y13190
1580.012,Y13190
1584.771,Y13190
1584.771,Y13190
1584.771,Y13190
1580.012,Y13190
1589.53,Y13190
1594.289,Y13190
1599.048,Y13190
1603.807,Y13190
1603.807,Y13190
1603.807,Y13190
1599.048,Y13190
1603.807,Y13190
1599.048,Y13190
1599.048,Y13190
1603.807,Y13190
1608.566,Y13190
1613.325,Y13190
1618.085,Y13190
1622.844,Y13190
1627.603,Y13190
1632.362,Y13190
1637.121,Y13190
1641.88,Y13190
1641.88,Y13190
1646.639,Y13190
1675.193,Y13190
1684.711,Y13190
1694.23,Y13190
1703.748,Y13190
1713.266,Y13190
1718.025,Y13190
10498.51,Y13190
10555.62,Y13190
10565.14,Y13190
10427.13,Y13190
10527.07,Y13190
10803.09,Y13190
2662,Y22992
2665,Y22992
2654,Y22992
2660,Y22992
2656,Y22992
2653,Y22992
2654,Y22992
2649,Y22992
2654,Y22992
2659,Y22992
2662,Y22992
2659,Y22992
2649,Y22992
2644,Y22992
2643,Y22992
2631,Y22992
2636,Y22992
2643,Y22992
2636,Y22992
2636,Y22992
2648,Y22992
2650,Y22992
2653,Y22992
2645,Y22992
2645,Y22992
2637,Y22992
2644,Y22992
2646,Y22992
2656,Y22992
2650,Y22992
2661,Y22992
2652,Y22992
2647,Y22992
2654,Y22992
2661,Y22992
2666,Y22992
2664,Y22992
2662,Y22992
2655,Y22992
2662,Y22992
2664,Y22992
2657,Y22992
2660,Y22992
2650,Y22992
2655,Y22992
2648,Y22992
2650,Y22992
2646,Y22992
2650,Y22992
2664,Y22992
2674,Y22992
2663,Y22992
2660,Y22992
2665,Y22992
2663,Y22992
2665,Y22992
2654,Y22992
2655,Y22992
2653,Y22992
2659,Y22992
2646,Y22992
2669,Y22992
2676,Y22992
2689,Y22992
2690,Y22992
2686,Y22992
2692,Y22992
2693,Y22992
2696,Y22992
2697,Y22992
2697,Y22992
2699,Y22992
2706,Y22992
2700,Y22992
2708,Y22992
2693,Y22992
2703,Y22992
2701,Y22992
2695,Y22992
2694,Y22992
2700,Y22992
2698,Y22992
2702,Y22992
2703,Y22992
2710,Y22992
2715,Y22992
2717,Y22992
2717,Y22992
2715,Y22992
2708,Y22992
2716,Y22992
2717,Y22992
2717,Y22992
2713,Y22992
2719,Y22992
2725,Y22992
2728,Y22992
2734,Y22992
2739,Y22992
2753,Y22992
2757,Y22992
2770,Y22992
2770,Y22992
2780,Y22992
2788,Y22992
2788,Y22992
2797,Y22992
2800,Y22992
2792,Y22992
2778,Y22992
2770,Y22992
2777,Y22992
2783,Y22992
2795,Y22992
2792,Y22992
2797,Y22992
2790,Y22992
2797,Y22992
2793,Y22992
2798,Y22992
2783,Y22992
2788,Y22992
2788,Y22992
2792,Y22992
2798,Y22992
2791,Y22992
2794,Y22992
2792,Y22992
2795,Y22992
2792,Y22992
2793,Y22992
2799,Y22992
2807,Y22992
2810,Y22992
2816,Y22992
2813,Y22992
2816,Y22992
2822,Y22992
2833,Y22992
2848,Y22992
2859,Y22992
2842,Y22992
2852,Y22992
2852,Y22992
2855,Y22992
2854,Y22992
2860,Y22992
2861,Y22992
2849,Y22992
2842,Y22992
2860,Y22992
2854,Y22992
2861,Y22992
2871,Y22992
2867,Y22992
2860,Y22992
2872,Y22992
2882,Y22992
2880,Y22992
2875,Y22992
2882,Y22992
2891,Y22992
2882,Y22992
2881,Y22992
2878,Y22992
2885,Y22992
2884,Y22992
2890,Y22992
2890,Y22992
2887,Y22992
2900,Y22992
2904,Y22992
2901,Y22992
2893,Y22992
2887,Y22992
2891,Y22992
2883,Y22992
2889,Y22992
2906,Y22992
2908,Y22992
2908,Y22992
2902,Y22992
2894,Y22992
2905,Y22992
2922,Y22992
2934,Y22992
2939,Y22992
2939,Y22992
2951,Y22992
2945,Y22992
2941,Y22992
2965,Y22992
2961,Y22992
2950,Y22992
2952,Y22992
2949,Y22992
2952,Y22992
2956,Y22992
2982,Y22992
2988,Y22992
3001,Y22992
2991,Y22992
2996,Y22992
2973,Y22992
2980,Y22992
2985,Y22992
2988,Y22992
2993,Y22992
2981,Y22992
2971,Y22992
2942,Y22992
2954,Y22992
2953,Y22992
2956,Y22992
2947,Y22992
2939,Y22992
2957,Y22992
2966,Y22992
3007,Y22992
2995,Y22992
3000,Y22992
3005,Y22992
2998,Y22992
2998,Y22992
3010,Y22992
3019,Y22992
3026,Y22992
3048,Y22992
3070,Y22992
3044,Y22992
3030,Y22992
3029,Y22992
3034,Y22992
3042,Y22992
3057,Y22992
3054,Y22992
3062,Y22992
3046,Y22992
3072,Y22992
3072,Y22992
3070,Y22992
3069,Y22992
3069,Y22992
3070,Y22992
3074,Y22992
3070,Y22992
3067,Y22992
3079,Y22992
3071,Y22992
3085,Y22992
3064,Y22992
3068,Y22992
3069,Y22992
3085,Y22992
3081,Y22992
3073,Y22992
3082,Y22992
3092,Y22992
3091,Y22992
3095,Y22992
3088,Y22992
3104,Y22992
3115,Y22992
3104,Y22992
3114,Y22992
3099,Y22992
3091,Y22992
3113,Y22992
3114,Y22992
3128,Y22992
3122,Y22992
3105,Y22992
3117,Y22992
3123,Y22992
3129,Y22992
3131,Y22992
3131,Y22992
3138,Y22992
3155,Y22992
3151,Y22992
3156,Y22992
3156,Y22992
3155,Y22992
3164,Y22992
3162,Y22992
3156,Y22992
3139,Y22992
3148,Y22992
3158,Y22992
3168,Y22992
3165,Y22992
3170,Y22992
3167,Y22992
3150,Y22992
3150,Y22992
3155,Y22992
3151,Y22992
3158,Y22992
3151,Y22992
3164,Y22992
2569,Y22992
2568,Y22992
2574,Y22992
2560,Y22992
2560,Y22992
2565,Y22992
2580,Y22992
2584,Y22992
2557,Y22992
2572,Y22992
2610,Y22992
2602,Y22992
2626,Y22992
2647,Y22992
2690,Y22992
2696,Y22992
2699,Y22992
2731,Y22992
2728,Y22992
2717,Y22992
2782,Y22992
2797,Y22992
2778,Y22992
2776,Y22992
2843,Y22992
